Username,Place,OverallRating,Review,Rating
marksjames,Carmo Archaeological Museum,4.5,Carmo Archaeological Museum,5.0
brucehines,Carmo Archaeological Museum,4.5,Carmo Archaeological Museum,4.9
catherinebrown,Carmo Archaeological Museum,4.5,"The Carmo Archaeological Museum is an absolute must-visit for history buffs. Located in the ruins of the Carmo Convent, this unique museum tells the story of Lisbon's rich past. From ancient artifacts to medieval treasures, you'll be transported back in time as you explore the exhibits. Don't miss the stunning Gothic architecture and the breathtaking views of the city from the museum's terrace. It's a truly fascinating experience that shouldn't be missed.",3.5
eward,National Palace of Queluz,4.5,National Palace of Queluz,3.6
williamwalton,National Palace of Queluz,4.5,National Palace of Queluz,5.0
isaaclee,National Palace of Queluz,4.5,"National Palace of Queluz is a stunning royal residence located in the town of Queluz, just outside of Lisbon. The palace is known for its exquisite architecture, beautiful gardens, and lavish interiors. It served as a summer residence for the Portuguese royal family and is now open to the public. Be sure to explore the stunning ballrooms, the impressive Throne Room, and the tranquil gardens that surround the palace. The National Palace of Queluz offers a glimpse into the opulence and grandeur of Portuguese royalty.",4.9
jessenorman,National Museum of Ancient Art,4.5,National Museum of Ancient Art,4.8
vangchristopher,National Museum of Ancient Art,4.5,National Museum of Ancient Art,3.8
hcarroll,National Museum of Ancient Art,4.5,"National Museum of Ancient Art is one of the must-visit places in Lisbon. It houses an impressive collection of artwork from various periods, including paintings, sculptures, and decorative arts. The museum is located in a beautiful building and offers a unique glimpse into Portugal's rich cultural heritage. Whether you're an art lover or simply curious about history, a visit to the National Museum of Ancient Art is sure to be a fascinating experience.",4.6
kristin05,Miradouro da Graca (Sophia de Mello Breyner Andresen),4.5,"Miradouro da Graça, also known as Miradouro Sophia de Mello Breyner Andresen, is a beautiful viewpoint in Lisbon. From here, you can enjoy panoramic views of the city, including the castle and the river. It's the perfect spot to relax, have a picnic, and take some stunning photos. Don't forget to bring a blanket and some snacks to fully enjoy the serene atmosphere. Whether you're a local or a tourist, Miradouro da Graça is definitely worth a visit.",4.7
michael67,Miradouro da Graca (Sophia de Mello Breyner Andresen),4.5,Miradouro da Graça (Sophia de Mello Breyner Andresen),3.3
nnixon,Miradouro da Graca (Sophia de Mello Breyner Andresen),4.5,"Miradouro da Graça, also known as Sophia de Mello Breyner Andresen, offers an incredible panoramic view of Lisbon. It's a hidden gem where you can relax and enjoy the cityscape. Don't forget your camera, as the sunset from here is absolutely stunning. You can also find a statue of the famous Portuguese poet, Sophia de Mello Breyner Andresen, honoring her contributions to literature. This is definitely a must-visit spot in Lisbon!",4.4
garciajohn,Parque Eduardo VII,4.0,"Parque Eduardo VII is a beautiful park located in Lisbon. It offers stunning panoramic views of the city and is a great place to relax and enjoy nature. The park is well-maintained with beautiful gardens, fountains, and wide open spaces. It's perfect for a leisurely stroll or a picnic with friends and family. And if you're lucky, you might even catch a live event or concert being held in the park. Don't forget to visit the amazing greenhouse in the park, known as the Estufa Fria, which houses a variety of exotic plants.",4.8
durhamnicole,Parque Eduardo VII,4.0,"Parque Eduardo VII is a beautiful park located in the heart of Lisbon. It offers stunning panoramic views of the city and a peaceful oasis away from the bustling streets. Take a leisurely stroll through the well-manicured gardens, relax on the grass, or enjoy a picnic with friends. The park is also home to the Estufa Fria, a tropical greenhouse where you can discover a variety of exotic plants. Whether you're a nature lover or simply looking for a serene spot to unwind, Parque Eduardo VII is definitely worth a visit.",4.9
carol82,Parque Eduardo VII,4.0,"Parque Eduardo VII is a beautiful park in Lisbon, perfect for a leisurely walk or a picnic. With its well-maintained gardens, colorful flower beds, and stunning views of the city, it's a great place to relax and enjoy the outdoors. Don't forget to visit the greenhouse, where you can find a variety of exotic plants and flowers. Whether you're a local or a tourist, Parque Eduardo VII is a must-visit destination in Lisbon.",4.2
brianmarshall,Rossio Square,4.0,Rossio Square,4.0
pbarnett,Rossio Square,4.0,Rossio Square,3.4
daltondominique,Rossio Square,4.0,"Rossio Square is one of the most lively and iconic squares in Lisbon. It's a great place to sit, relax, and people-watch. The square is surrounded by beautiful buildings, including the Rossio train station with its stunning clock. There are also plenty of cafes and restaurants nearby where you can enjoy a meal or a cup of coffee. Rossio Square is a must-visit spot for both locals and tourists alike.",3.3
rebecca55,Church of St. Anthony,4.5,Church of St. Anthony,4.4
adrian31,Church of St. Anthony,4.5,Church of St. Anthony,3.6
jennifer16,Church of St. Anthony,4.5,"Located in the heart of Lisbon, the Church of St. Anthony is a must-visit for history and architecture enthusiasts. This beautiful church is dedicated to St. Anthony, the patron saint of Lisbon. Inside, you'll find stunning gothic and baroque elements, and the tomb of St. Anthony himself. Whether you're religious or not, the Church of St. Anthony is a peaceful place to visit and learn about the rich cultural heritage of Lisbon.",4.6
kyle44,Praia da ursa,5.0,Praia da Ursa,4.3
jenniferjohnson,Praia da ursa,5.0,Praia da Ursa,3.8
alexandrafarmer,Praia da ursa,5.0,Praia da Ursa,3.2
adrian31,Palácio Nacional de Mafra,4.5,Palácio Nacional de Mafra,4.4
kenneth68,Palácio Nacional de Mafra,4.5,"Palácio Nacional de Mafra is an impressive and grand palace located in the town of Mafra, just outside of Lisbon. It is a magnificent example of Baroque architecture and is known for its beautiful façade and intricate interior. The palace is also home to one of the largest libraries in Europe, the Library of Mafra, which houses a vast collection of books and manuscripts. A visit to the Palácio Nacional de Mafra is a must for history and architecture enthusiasts.",2.9
hadams,Palácio Nacional de Mafra,4.5,"Palácio Nacional de Mafra is a stunning palace located in Mafra, just outside of Lisbon. It's a grand and impressive building that showcases the exquisite Portuguese baroque architectural style. The palace is famous for its enormous basilica, beautiful library, and intricate carvings. As you explore its halls and rooms, you'll be transported back in time to a bygone era of grandeur and opulence. Don't miss the opportunity to visit this historical gem during your trip to Lisbon!",4.8
austin09,Miradouro de Santa Luzia,4.5,Miradouro de Santa Luzia,4.6
leonardperez,Miradouro de Santa Luzia,4.5,"Miradouro de Santa Luzia is a stunning viewpoint in Lisbon. Situated in the Alfama district, it offers panoramic views of the city, including the Tagus River and the São Jorge Castle. The highlight of the viewpoint is the beautiful white church of Santa Luzia and the iconic blue-tiled panels that showcase the city's history. It's a great place to relax and take in the picturesque scenery of Lisbon. Don't forget to bring your camera for some incredible photos!",5.0
duncanchristina,Miradouro de Santa Luzia,4.5,"Miradouro de Santa Luzia is one of the most beautiful viewpoints in Lisbon! From up there, you get a stunning panoramic view of the city and the Tagus River. It's the perfect spot to take some Instagram-worthy photos and enjoy a relaxing moment. Don't forget to visit the nearby Santa Luzia Church, known for its ornate azulejo tiles. It's definitely a must-visit place when in Lisbon!",4.9
xcardenas,Avenida da Liberdade,4.5,Avenida da Liberdade,3.8
davidallen,Avenida da Liberdade,4.5,Avenida da Liberdade,2.2
qmedina,Avenida da Liberdade,4.5,Avenida da Liberdade,5.0
jenny03,Lisbon Tram & Funicular Network,4.5,"Lisbon Tram & Funicular Network is a fantastic way to explore the city's charming neighborhoods and enjoy the beautiful views along the way. The trams are vintage and add a nostalgic touch to your journey. Hop on tram 28 for a classic Lisbon experience, taking you through narrow streets and up steep hills. If you want to explore the hilly areas, take a ride on the funiculars like the Elevador da Glória or Elevador da Bica. It's a fun and convenient way to get around while soaking up the atmosphere of this vibrant city.",3.1
holly69,Lisbon Tram & Funicular Network,4.5,"Lisbon Tram & Funicular Network is a must-try when visiting Lisbon! Hop on one of the vintage tram cars and take a ride through the city's charming neighborhoods. It's a unique way to explore Lisbon's hilly streets and enjoy the beautiful views. Don't miss the iconic Tram 28 route that takes you through the historic Alfama district. And if you're feeling adventurous, take a ride on one of the city's funiculars for a fun and convenient way to navigate the slopes. It's a fun and nostalgic experience that shouldn't be missed!",3.9
